"arquivo_relativo","status","detalhe"
"components\ManagedSettingsSecurityDialog\ManagedSettingsSecurityDialog.tsx","conteudo_diferente","hash_diferente"
"components\ManagedSettingsSecurityDialog\utils.ts","conteudo_diferente","hash_diferente"
"components\Markdown.tsx","conteudo_diferente","hash_diferente"
"components\MarkdownTable.tsx","conteudo_diferente","hash_diferente"
"components\mcp\CapabilitiesSection.tsx","conteudo_diferente","hash_diferente"
"components\mcp\ElicitationDialog.tsx","conteudo_diferente","hash_diferente"
"components\mcp\index.ts","conteudo_diferente","hash_diferente"
"components\mcp\MCPAgentServerMenu.tsx","conteudo_diferente","hash_diferente"
"components\mcp\MCPListPanel.tsx","conteudo_diferente","hash_diferente"
"components\mcp\McpParsingWarnings.tsx","conteudo_diferente","hash_diferente"
"components\mcp\MCPReconnect.tsx","conteudo_diferente","hash_diferente"
"components\mcp\MCPRemoteServerMenu.tsx","conteudo_diferente","hash_diferente"
"components\mcp\MCPSettings.tsx","conteudo_diferente","hash_diferente"
"components\mcp\MCPStdioServerMenu.tsx","conteudo_diferente","hash_diferente"
"components\mcp\MCPToolDetailView.tsx","conteudo_diferente","hash_diferente"
"components\mcp\MCPToolListView.tsx","conteudo_diferente","hash_diferente"
"components\mcp\utils\reconnectHelpers.tsx","conteudo_diferente","hash_diferente"
"components\MCPServerApprovalDialog.tsx","conteudo_diferente","hash_diferente"
"components\MCPServerDesktopImportDialog.tsx","conteudo_diferente","hash_diferente"
"components\MCPServerDialogCopy.tsx","conteudo_diferente","hash_diferente"
"components\MCPServerMultiselectDialog.tsx","conteudo_diferente","hash_diferente"
"components\memory\MemoryFileSelector.tsx","conteudo_diferente","hash_diferente"
"components\memory\MemoryUpdateNotification.tsx","conteudo_diferente","hash_diferente"
"components\MemoryUsageIndicator.tsx","conteudo_diferente","hash_diferente"
"components\Message.tsx","conteudo_diferente","hash_diferente"
"components\messageActions.tsx","conteudo_diferente","hash_diferente"
"components\MessageModel.tsx","conteudo_diferente","hash_diferente"
"components\MessageResponse.tsx","conteudo_diferente","hash_diferente"
"components\MessageRow.tsx","conteudo_diferente","hash_diferente"
"components\Messages.tsx","conteudo_diferente","hash_diferente"
"components\messages\AdvisorMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\AssistantRedactedThinkingMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\AssistantTextMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\AssistantThinkingMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\AssistantToolUseMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\AttachmentMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\CollapsedReadSearchContent.tsx","conteudo_diferente","hash_diferente"
"components\messages\CompactBoundaryMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\GroupedToolUseContent.tsx","conteudo_diferente","hash_diferente"
"components\messages\HighlightedThinkingText.tsx","conteudo_diferente","hash_diferente"
"components\messages\HookProgressMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\nullRenderingAttachments.ts","conteudo_diferente","hash_diferente"
"components\messages\PlanApprovalMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\RateLimitMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\ShutdownMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\SystemAPIErrorMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\SystemTextMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\TaskAssignmentMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\teamMemCollapsed.tsx","conteudo_diferente","hash_diferente"
"components\messages\teamMemSaved.ts","conteudo_diferente","hash_diferente"
"components\messages\UserAgentNotificationMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserBashInputMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserBashOutputMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserChannelMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserCommandMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserImageMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserLocalCommandOutputMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserMemoryInputMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserPlanMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserPromptMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserResourceUpdateMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserTeammateMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserTextMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserToolResultMessage\RejectedPlanMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserToolResultMessage\RejectedToolUseMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserToolResultMessage\UserToolCanceledMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserToolResultMessage\UserToolErrorMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserToolResultMessage\UserToolRejectMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserToolResultMessage\UserToolResultMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserToolResultMessage\UserToolSuccessMessage.tsx","conteudo_diferente","hash_diferente"
"components\messages\UserToolResultMessage\utils.tsx","conteudo_diferente","hash_diferente"
"components\MessageSelector.tsx","conteudo_diferente","hash_diferente"
"components\MessageTimestamp.tsx","conteudo_diferente","hash_diferente"
"components\ModelPicker.tsx","conteudo_diferente","hash_diferente"
"components\NativeAutoUpdater.tsx","conteudo_diferente","hash_diferente"
"components\NotebookEditToolUseRejectedMessage.tsx","conteudo_diferente","hash_diferente"
"components\OffscreenFreeze.tsx","conteudo_diferente","hash_diferente"
"components\Onboarding.tsx","conteudo_diferente","hash_diferente"
"components\OutputStylePicker.tsx","conteudo_diferente","hash_diferente"
"components\PackageManagerAutoUpdater.tsx","conteudo_diferente","hash_diferente"
"components\Passes\Passes.tsx","conteudo_diferente","hash_diferente"
"components\permissions\AskUserQuestionPermissionRequest\AskUserQuestionPermissionRequest.tsx","conteudo_diferente","hash_diferente"
"components\permissions\AskUserQuestionPermissionRequest\PreviewBox.tsx","conteudo_diferente","hash_diferente"
"components\permissions\AskUserQuestionPermissionRequest\PreviewQuestionView.tsx","conteudo_diferente","hash_diferente"
"components\permissions\AskUserQuestionPermissionRequest\QuestionNavigationBar.tsx","conteudo_diferente","hash_diferente"
"components\permissions\AskUserQuestionPermissionRequest\QuestionView.tsx","conteudo_diferente","hash_diferente"
"components\permissions\AskUserQuestionPermissionRequest\SubmitQuestionsView.tsx","conteudo_diferente","hash_diferente"
"components\permissions\AskUserQuestionPermissionRequest\use-multiple-choice-state.ts","conteudo_diferente","hash_diferente"
"components\permissions\BashPermissionRequest\BashPermissionRequest.tsx","conteudo_diferente","hash_diferente"
"components\permissions\BashPermissionRequest\bashToolUseOptions.tsx","conteudo_diferente","hash_diferente"
"components\permissions\ComputerUseApproval\ComputerUseApproval.tsx","conteudo_diferente","hash_diferente"
"components\permissions\EnterPlanModePermissionRequest\EnterPlanModePermissionRequest.tsx","conteudo_diferente","hash_diferente"
"components\permissions\ExitPlanModePermissionRequest\ExitPlanModePermissionRequest.tsx","conteudo_diferente","hash_diferente"
"components\permissions\FallbackPermissionRequest.tsx","conteudo_diferente","hash_diferente"
"components\permissions\FileEditPermissionRequest\FileEditPermissionRequest.tsx","conteudo_diferente","hash_diferente"
"components\permissions\FilePermissionDialog\FilePermissionDialog.tsx","conteudo_diferente","hash_diferente"
"components\permissions\FilePermissionDialog\ideDiffConfig.ts","conteudo_diferente","hash_diferente"
"components\permissions\FilePermissionDialog\permissionOptions.tsx","conteudo_diferente","hash_diferente"
"components\permissions\FilePermissionDialog\useFilePermissionDialog.ts","conteudo_diferente","hash_diferente"
"components\permissions\FilePermissionDialog\usePermissionHandler.ts","conteudo_diferente","hash_diferente"
"components\permissions\FilesystemPermissionRequest\FilesystemPermissionRequest.tsx","conteudo_diferente","hash_diferente"
"components\permissions\FileWritePermissionRequest\FileWritePermissionRequest.tsx","conteudo_diferente","hash_diferente"
"components\permissions\FileWritePermissionRequest\FileWriteToolDiff.tsx","conteudo_diferente","hash_diferente"
"components\permissions\hooks.ts","conteudo_diferente","hash_diferente"
"components\permissions\NotebookEditPermissionRequest\NotebookEditPermissionRequest.tsx","conteudo_diferente","hash_diferente"
"components\permissions\NotebookEditPermissionRequest\NotebookEditToolDiff.tsx","conteudo_diferente","hash_diferente"
"components\permissions\PermissionDecisionDebugInfo.tsx","conteudo_diferente","hash_diferente"
"components\permissions\PermissionDialog.tsx","conteudo_diferente","hash_diferente"
"components\permissions\PermissionExplanation.tsx","conteudo_diferente","hash_diferente"
"components\permissions\PermissionPrompt.tsx","conteudo_diferente","hash_diferente"
"components\permissions\PermissionRequest.tsx","conteudo_diferente","hash_diferente"
"components\permissions\PermissionRequestTitle.tsx","conteudo_diferente","hash_diferente"
"components\permissions\PermissionRuleExplanation.tsx","conteudo_diferente","hash_diferente"
"components\permissions\PowerShellPermissionRequest\PowerShellPermissionRequest.tsx","conteudo_diferente","hash_diferente"
"components\permissions\PowerShellPermissionRequest\powershellToolUseOptions.tsx","conteudo_diferente","hash_diferente"
"components\permissions\rules\AddPermissionRules.tsx","conteudo_diferente","hash_diferente"
"components\permissions\rules\AddWorkspaceDirectory.tsx","conteudo_diferente","hash_diferente"
"components\permissions\rules\PermissionRuleDescription.tsx","conteudo_diferente","hash_diferente"
"components\permissions\rules\PermissionRuleInput.tsx","conteudo_diferente","hash_diferente"
"components\permissions\rules\PermissionRuleList.tsx","conteudo_diferente","hash_diferente"
"components\permissions\rules\RecentDenialsTab.tsx","conteudo_diferente","hash_diferente"
"components\permissions\rules\RemoveWorkspaceDirectory.tsx","conteudo_diferente","hash_diferente"
"components\permissions\rules\WorkspaceTab.tsx","conteudo_diferente","hash_diferente"
"components\permissions\SandboxPermissionRequest.tsx","conteudo_diferente","hash_diferente"
"components\permissions\SedEditPermissionRequest\SedEditPermissionRequest.tsx","conteudo_diferente","hash_diferente"
"components\permissions\shellPermissionHelpers.tsx","conteudo_diferente","hash_diferente"
"components\permissions\SkillPermissionRequest\SkillPermissionRequest.tsx","conteudo_diferente","hash_diferente"
"components\permissions\useShellPermissionFeedback.ts","conteudo_diferente","hash_diferente"
"components\permissions\utils.ts","conteudo_diferente","hash_diferente"
"components\permissions\WebFetchPermissionRequest\WebFetchPermissionRequest.tsx","conteudo_diferente","hash_diferente"
"components\permissions\WorkerBadge.tsx","conteudo_diferente","hash_diferente"
"components\permissions\WorkerPendingPermission.tsx","conteudo_diferente","hash_diferente"
"components\PrBadge.tsx","conteudo_diferente","hash_diferente"
"components\PressEnterToContinue.tsx","conteudo_diferente","hash_diferente"
"components\PromptInput\HistorySearchInput.tsx","conteudo_diferente","hash_diferente"
"components\PromptInput\inputModes.ts","conteudo_diferente","hash_diferente"
"components\PromptInput\inputPaste.ts","conteudo_diferente","hash_diferente"
"components\PromptInput\IssueFlagBanner.tsx","conteudo_diferente","hash_diferente"
"components\PromptInput\Notifications.tsx","conteudo_diferente","hash_diferente"
"components\PromptInput\PromptInput.tsx","conteudo_diferente","hash_diferente"
"components\PromptInput\PromptInputFooter.tsx","conteudo_diferente","hash_diferente"
"components\PromptInput\PromptInputFooterLeftSide.tsx","conteudo_diferente","hash_diferente"
"components\PromptInput\PromptInputFooterSuggestions.tsx","conteudo_diferente","hash_diferente"
"components\PromptInput\PromptInputHelpMenu.tsx","conteudo_diferente","hash_diferente"
"components\PromptInput\PromptInputModeIndicator.tsx","conteudo_diferente","hash_diferente"
"components\PromptInput\PromptInputQueuedCommands.tsx","conteudo_diferente","hash_diferente"
"components\PromptInput\PromptInputStashNotice.tsx","conteudo_diferente","hash_diferente"
"components\PromptInput\SandboxPromptFooterHint.tsx","conteudo_diferente","hash_diferente"
"components\PromptInput\ShimmeredInput.tsx","conteudo_diferente","hash_diferente"
"components\PromptInput\useMaybeTruncateInput.ts","conteudo_diferente","hash_diferente"
"components\PromptInput\usePromptInputPlaceholder.ts","conteudo_diferente","hash_diferente"
"components\PromptInput\useShowFastIconHint.ts","conteudo_diferente","hash_diferente"
"components\PromptInput\useSwarmBanner.ts","conteudo_diferente","hash_diferente"
"components\PromptInput\utils.ts","conteudo_diferente","hash_diferente"
"components\PromptInput\VoiceIndicator.tsx","conteudo_diferente","hash_diferente"
"components\QuickOpenDialog.tsx","conteudo_diferente","hash_diferente"
"components\RemoteCallout.tsx","conteudo_diferente","hash_diferente"
"components\RemoteEnvironmentDialog.tsx","conteudo_diferente","hash_diferente"
"components\ResumeTask.tsx","conteudo_diferente","hash_diferente"
"components\sandbox\SandboxConfigTab.tsx","conteudo_diferente","hash_diferente"
"components\sandbox\SandboxDependenciesTab.tsx","conteudo_diferente","hash_diferente"
"components\sandbox\SandboxDoctorSection.tsx","conteudo_diferente","hash_diferente"
"components\sandbox\SandboxOverridesTab.tsx","conteudo_diferente","hash_diferente"
"components\sandbox\SandboxSettings.tsx","conteudo_diferente","hash_diferente"
"components\SandboxViolationExpandedView.tsx","conteudo_diferente","hash_diferente"
"components\ScrollKeybindingHandler.tsx","conteudo_diferente","hash_diferente"
"components\SearchBox.tsx","conteudo_diferente","hash_diferente"
"components\SentryErrorBoundary.ts","conteudo_diferente","hash_diferente"
"components\SessionBackgroundHint.tsx","conteudo_diferente","hash_diferente"
"components\SessionPreview.tsx","conteudo_diferente","hash_diferente"
"components\Settings\Config.tsx","conteudo_diferente","hash_diferente"
"components\Settings\Settings.tsx","conteudo_diferente","hash_diferente"
"components\Settings\Status.tsx","conteudo_diferente","hash_diferente"
"components\Settings\Usage.tsx","conteudo_diferente","hash_diferente"
"components\shell\ExpandShellOutputContext.tsx","conteudo_diferente","hash_diferente"
"components\shell\OutputLine.tsx","conteudo_diferente","hash_diferente"
"components\shell\ShellProgressMessage.tsx","conteudo_diferente","hash_diferente"
"components\shell\ShellTimeDisplay.tsx","conteudo_diferente","hash_diferente"
"components\ShowInIDEPrompt.tsx","conteudo_diferente","hash_diferente"
"components\SkillImprovementSurvey.tsx","conteudo_diferente","hash_diferente"
"components\skills\SkillsMenu.tsx","conteudo_diferente","hash_diferente"
"components\Spinner.tsx","conteudo_diferente","hash_diferente"
"components\Spinner\FlashingChar.tsx","conteudo_diferente","hash_diferente"
"components\Spinner\GlimmerMessage.tsx","conteudo_diferente","hash_diferente"
"components\Spinner\index.ts","conteudo_diferente","hash_diferente"
"components\Spinner\ShimmerChar.tsx","conteudo_diferente","hash_diferente"
"components\Spinner\SpinnerAnimationRow.tsx","conteudo_diferente","hash_diferente"
"components\Spinner\SpinnerGlyph.tsx","conteudo_diferente","hash_diferente"
"components\Spinner\teammateSelectHint.ts","conteudo_diferente","hash_diferente"
"components\Spinner\TeammateSpinnerLine.tsx","conteudo_diferente","hash_diferente"
"components\Spinner\TeammateSpinnerTree.tsx","conteudo_diferente","hash_diferente"
"components\Spinner\useShimmerAnimation.ts","conteudo_diferente","hash_diferente"
"components\Spinner\useStalledAnimation.ts","conteudo_diferente","hash_diferente"
"components\Spinner\utils.ts","conteudo_diferente","hash_diferente"
"components\Stats.tsx","conteudo_diferente","hash_diferente"
"components\StatusLine.tsx","conteudo_diferente","hash_diferente"
"components\StatusNotices.tsx","conteudo_diferente","hash_diferente"
"components\StructuredDiff.tsx","conteudo_diferente","hash_diferente"
"components\StructuredDiff\colorDiff.ts","conteudo_diferente","hash_diferente"
"components\StructuredDiff\Fallback.tsx","conteudo_diferente","hash_diferente"
"components\StructuredDiffList.tsx","conteudo_diferente","hash_diferente"
"components\TagTabs.tsx","conteudo_diferente","hash_diferente"
"components\TaskListV2.tsx","conteudo_diferente","hash_diferente"
"components\tasks\AsyncAgentDetailDialog.tsx","conteudo_diferente","hash_diferente"
"components\tasks\BackgroundTask.tsx","conteudo_diferente","hash_diferente"
"components\tasks\BackgroundTasksDialog.tsx","conteudo_diferente","hash_diferente"
"components\tasks\BackgroundTaskStatus.tsx","conteudo_diferente","hash_diferente"
"components\tasks\DreamDetailDialog.tsx","conteudo_diferente","hash_diferente"
"components\tasks\InProcessTeammateDetailDialog.tsx","conteudo_diferente","hash_diferente"
"components\tasks\RemoteSessionDetailDialog.tsx","conteudo_diferente","hash_diferente"
"components\tasks\RemoteSessionProgress.tsx","conteudo_diferente","hash_diferente"
"components\tasks\renderToolActivity.tsx","conteudo_diferente","hash_diferente"
"components\tasks\ShellDetailDialog.tsx","conteudo_diferente","hash_diferente"
"components\tasks\ShellProgress.tsx","conteudo_diferente","hash_diferente"
"components\tasks\taskStatusUtils.tsx","conteudo_diferente","hash_diferente"
"components\TeammateViewHeader.tsx","conteudo_diferente","hash_diferente"
"components\teams\TeamsDialog.tsx","conteudo_diferente","hash_diferente"
"components\teams\TeamStatus.tsx","conteudo_diferente","hash_diferente"
"components\TeleportError.tsx","conteudo_diferente","hash_diferente"
"components\TeleportProgress.tsx","conteudo_diferente","hash_diferente"
"components\TeleportRepoMismatchDialog.tsx","conteudo_diferente","hash_diferente"
"components\TeleportResumeWrapper.tsx","conteudo_diferente","hash_diferente"
"components\TeleportStash.tsx","conteudo_diferente","hash_diferente"
"components\TextInput.tsx","conteudo_diferente","hash_diferente"
"components\ThemePicker.tsx","conteudo_diferente","hash_diferente"
"components\ThinkingToggle.tsx","conteudo_diferente","hash_diferente"
"components\TokenWarning.tsx","conteudo_diferente","hash_diferente"
"components\ToolUseLoader.tsx","conteudo_diferente","hash_diferente"
"components\TrustDialog\TrustDialog.tsx","conteudo_diferente","hash_diferente"
"components\TrustDialog\utils.ts","conteudo_diferente","hash_diferente"
"components\ui\OrderedList.tsx","conteudo_diferente","hash_diferente"
"components\ui\OrderedListItem.tsx","conteudo_diferente","hash_diferente"
"components\ui\TreeSelect.tsx","conteudo_diferente","hash_diferente"
"components\ValidationErrorsList.tsx","conteudo_diferente","hash_diferente"
"components\VimTextInput.tsx","conteudo_diferente","hash_diferente"
"components\VirtualMessageList.tsx","conteudo_diferente","hash_diferente"
"components\wizard\index.ts","conteudo_diferente","hash_diferente"
"components\wizard\useWizard.ts","conteudo_diferente","hash_diferente"
"components\wizard\WizardDialogLayout.tsx","conteudo_diferente","hash_diferente"
"components\wizard\WizardNavigationFooter.tsx","conteudo_diferente","hash_diferente"
"components\wizard\WizardProvider.tsx","conteudo_diferente","hash_diferente"
"components\WorkflowMultiselectDialog.tsx","conteudo_diferente","hash_diferente"
"components\WorktreeExitDialog.tsx","conteudo_diferente","hash_diferente"
"constants\apiLimits.ts","conteudo_diferente","hash_diferente"
"constants\betas.ts","conteudo_diferente","hash_diferente"
"constants\common.ts","conteudo_diferente","hash_diferente"
"constants\cyberRiskInstruction.ts","conteudo_diferente","hash_diferente"
"constants\errorIds.ts","conteudo_diferente","hash_diferente"
"constants\figures.ts","conteudo_diferente","hash_diferente"
"constants\files.ts","conteudo_diferente","hash_diferente"
"constants\github-app.ts","conteudo_diferente","hash_diferente"
"constants\keys.ts","conteudo_diferente","hash_diferente"
"constants\messages.ts","conteudo_diferente","hash_diferente"
"constants\oauth.ts","conteudo_diferente","hash_diferente"
"constants\outputStyles.ts","conteudo_diferente","hash_diferente"
"constants\product.ts","conteudo_diferente","hash_diferente"
"constants\prompts.ts","conteudo_diferente","hash_diferente"
"constants\spinnerVerbs.ts","conteudo_diferente","hash_diferente"
"constants\system.ts","conteudo_diferente","hash_diferente"
"constants\systemPromptSections.ts","conteudo_diferente","hash_diferente"
"constants\toolLimits.ts","conteudo_diferente","hash_diferente"
"constants\tools.ts","conteudo_diferente","hash_diferente"
"constants\turnCompletionVerbs.ts","conteudo_diferente","hash_diferente"
"constants\xml.ts","conteudo_diferente","hash_diferente"
"context.ts","conteudo_diferente","hash_diferente"
"context\fpsMetrics.tsx","conteudo_diferente","hash_diferente"
"context\mailbox.tsx","conteudo_diferente","hash_diferente"
"context\modalContext.tsx","conteudo_diferente","hash_diferente"
"context\notifications.tsx","conteudo_diferente","hash_diferente"
"context\overlayContext.tsx","conteudo_diferente","hash_diferente"
"context\promptOverlayContext.tsx","conteudo_diferente","hash_diferente"
"context\QueuedMessageContext.tsx","conteudo_diferente","hash_diferente"
"context\stats.tsx","conteudo_diferente","hash_diferente"
"context\voice.tsx","conteudo_diferente","hash_diferente"
"coordinator\coordinatorMode.ts","conteudo_diferente","hash_diferente"
"costHook.ts","conteudo_diferente","hash_diferente"
"cost-tracker.ts","conteudo_diferente","hash_diferente"
"dialogLaunchers.tsx","conteudo_diferente","hash_diferente"
"entrypoints\agentSdkTypes.ts","conteudo_diferente","hash_diferente"
"entrypoints\cli.tsx","conteudo_diferente","hash_diferente"
"entrypoints\init.ts","conteudo_diferente","hash_diferente"
"entrypoints\mcp.ts","conteudo_diferente","hash_diferente"
"entrypoints\sandboxTypes.ts","conteudo_diferente","hash_diferente"
"entrypoints\sdk\controlSchemas.ts","conteudo_diferente","hash_diferente"
"entrypoints\sdk\coreSchemas.ts","conteudo_diferente","hash_diferente"
"entrypoints\sdk\coreTypes.ts","conteudo_diferente","hash_diferente"
"history.ts","conteudo_diferente","hash_diferente"
"hooks\fileSuggestions.ts","conteudo_diferente","hash_diferente"
"hooks\notifs\useAutoModeUnavailableNotification.ts","conteudo_diferente","hash_diferente"
"hooks\notifs\useCanSwitchToExistingSubscription.tsx","conteudo_diferente","hash_diferente"
"hooks\notifs\useDeprecationWarningNotification.tsx","conteudo_diferente","hash_diferente"
"hooks\notifs\useFastModeNotification.tsx","conteudo_diferente","hash_diferente"
"hooks\notifs\useIDEStatusIndicator.tsx","conteudo_diferente","hash_diferente"
"hooks\notifs\useInstallMessages.tsx","conteudo_diferente","hash_diferente"
"hooks\notifs\useLspInitializationNotification.tsx","conteudo_diferente","hash_diferente"
"hooks\notifs\useMcpConnectivityStatus.tsx","conteudo_diferente","hash_diferente"
"hooks\notifs\useModelMigrationNotifications.tsx","conteudo_diferente","hash_diferente"
"hooks\notifs\useNpmDeprecationNotification.tsx","conteudo_diferente","hash_diferente"
"hooks\notifs\usePluginAutoupdateNotification.tsx","conteudo_diferente","hash_diferente"
"hooks\notifs\usePluginInstallationStatus.tsx","conteudo_diferente","hash_diferente"
"hooks\notifs\useRateLimitWarningNotification.tsx","conteudo_diferente","hash_diferente"
"hooks\notifs\useSettingsErrors.tsx","conteudo_diferente","hash_diferente"
"hooks\notifs\useStartupNotification.ts","conteudo_diferente","hash_diferente"
"hooks\notifs\useTeammateShutdownNotification.ts","conteudo_diferente","hash_diferente"
"hooks\renderPlaceholder.ts","conteudo_diferente","hash_diferente"
"hooks\toolPermission\handlers\coordinatorHandler.ts","conteudo_diferente","hash_diferente"
"hooks\toolPermission\handlers\interactiveHandler.ts","conteudo_diferente","hash_diferente"
"hooks\toolPermission\handlers\swarmWorkerHandler.ts","conteudo_diferente","hash_diferente"
"hooks\toolPermission\PermissionContext.ts","conteudo_diferente","hash_diferente"
"hooks\toolPermission\permissionLogging.ts","conteudo_diferente","hash_diferente"
"hooks\unifiedSuggestions.ts","conteudo_diferente","hash_diferente"
"hooks\useAfterFirstRender.ts","conteudo_diferente","hash_diferente"
"hooks\useApiKeyVerification.ts","conteudo_diferente","hash_diferente"
"hooks\useArrowKeyHistory.tsx","conteudo_diferente","hash_diferente"
"hooks\useAssistantHistory.ts","conteudo_diferente","hash_diferente"
"hooks\useAwaySummary.ts","conteudo_diferente","hash_diferente"
"hooks\useBackgroundTaskNavigation.ts","conteudo_diferente","hash_diferente"
"hooks\useBlink.ts","conteudo_diferente","hash_diferente"
"hooks\useCancelRequest.ts","conteudo_diferente","hash_diferente"
"hooks\useCanUseTool.tsx","conteudo_diferente","hash_diferente"
"hooks\useChromeExtensionNotification.tsx","conteudo_diferente","hash_diferente"
"hooks\useClaudeCodeHintRecommendation.tsx","conteudo_diferente","hash_diferente"
"hooks\useClipboardImageHint.ts","conteudo_diferente","hash_diferente"
"hooks\useCommandKeybindings.tsx","conteudo_diferente","hash_diferente"
"hooks\useCommandQueue.ts","conteudo_diferente","hash_diferente"
"hooks\useCopyOnSelect.ts","conteudo_diferente","hash_diferente"
"hooks\useDeferredHookMessages.ts","conteudo_diferente","hash_diferente"
"hooks\useDiffData.ts","conteudo_diferente","hash_diferente"
"hooks\useDiffInIDE.ts","conteudo_diferente","hash_diferente"
"hooks\useDirectConnect.ts","conteudo_diferente","hash_diferente"
"hooks\useDoublePress.ts","conteudo_diferente","hash_diferente"
"hooks\useDynamicConfig.ts","conteudo_diferente","hash_diferente"
"hooks\useElapsedTime.ts","conteudo_diferente","hash_diferente"
"hooks\useExitOnCtrlCD.ts","conteudo_diferente","hash_diferente"
"hooks\useExitOnCtrlCDWithKeybindings.ts","conteudo_diferente","hash_diferente"
"hooks\useFileHistorySnapshotInit.ts","conteudo_diferente","hash_diferente"
"hooks\useGlobalKeybindings.tsx","conteudo_diferente","hash_diferente"
"hooks\useHistorySearch.ts","conteudo_diferente","hash_diferente"
"hooks\useIdeAtMentioned.ts","conteudo_diferente","hash_diferente"
"hooks\useIdeConnectionStatus.ts","conteudo_diferente","hash_diferente"
"hooks\useIDEIntegration.tsx","conteudo_diferente","hash_diferente"
"hooks\useIdeLogging.ts","conteudo_diferente","hash_diferente"
"hooks\useIdeSelection.ts","conteudo_diferente","hash_diferente"
"hooks\useInboxPoller.ts","conteudo_diferente","hash_diferente"
"hooks\useInputBuffer.ts","conteudo_diferente","hash_diferente"
"hooks\useIssueFlagBanner.ts","conteudo_diferente","hash_diferente"
"hooks\useLogMessages.ts","conteudo_diferente","hash_diferente"
"hooks\useLspPluginRecommendation.tsx","conteudo_diferente","hash_diferente"
"hooks\useMailboxBridge.ts","conteudo_diferente","hash_diferente"
"hooks\useMainLoopModel.ts","conteudo_diferente","hash_diferente"
"hooks\useManagePlugins.ts","conteudo_diferente","hash_diferente"
"hooks\useMemoryUsage.ts","conteudo_diferente","hash_diferente"
"hooks\useMergedClients.ts","conteudo_diferente","hash_diferente"
"hooks\useMergedCommands.ts","conteudo_diferente","hash_diferente"
"hooks\useMergedTools.ts","conteudo_diferente","hash_diferente"
"hooks\useMinDisplayTime.ts","conteudo_diferente","hash_diferente"
"hooks\useNotifyAfterTimeout.ts","conteudo_diferente","hash_diferente"
"hooks\useOfficialMarketplaceNotification.tsx","conteudo_diferente","hash_diferente"
"hooks\usePasteHandler.ts","conteudo_diferente","hash_diferente"
"hooks\usePluginRecommendationBase.tsx","conteudo_diferente","hash_diferente"
"hooks\usePromptsFromClaudeInChrome.tsx","conteudo_diferente","hash_diferente"
"hooks\usePromptSuggestion.ts","conteudo_diferente","hash_diferente"
"hooks\usePrStatus.ts","conteudo_diferente","hash_diferente"
"hooks\useQueueProcessor.ts","conteudo_diferente","hash_diferente"
"hooks\useRemoteSession.ts","conteudo_diferente","hash_diferente"
"hooks\useReplBridge.tsx","conteudo_diferente","hash_diferente"
"hooks\useScheduledTasks.ts","conteudo_diferente","hash_diferente"
"hooks\useSearchInput.ts","conteudo_diferente","hash_diferente"
"hooks\useSessionBackgrounding.ts","conteudo_diferente","hash_diferente"
"hooks\useSettings.ts","conteudo_diferente","hash_diferente"
"hooks\useSettingsChange.ts","conteudo_diferente","hash_diferente"
"hooks\useSkillImprovementSurvey.ts","conteudo_diferente","hash_diferente"
"hooks\useSkillsChange.ts","conteudo_diferente","hash_diferente"
"hooks\useSSHSession.ts","conteudo_diferente","hash_diferente"
"hooks\useSwarmInitialization.ts","conteudo_diferente","hash_diferente"
"hooks\useSwarmPermissionPoller.ts","conteudo_diferente","hash_diferente"
"hooks\useTaskListWatcher.ts","conteudo_diferente","hash_diferente"
